"Kingdom","Phylum_division","Subphylum","Superclass","Class","Order","Family","Genus","Latin"
"animalia","nematomorpha","unknown (nematomorpha phylum)","unknown (nematomorpha phylum)","gordioida","gordioidea","gordiidae","gordius","gordius aquaticus"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","limnephilidae","chaetopteryx","chaetopteryx villosa"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","limnephilidae","halesus","halesus tesselatus"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","leptoceridae","athripsodes","athripsodes bilineatus"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","sericostomatidae","sericostoma","sericostoma schneideri"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","diamesa","unknown (diamesa genus)"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","scirtidae","hydrocyphon","hydrocyphon deflexicollis"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","elmidae","esolus","esolus parallelepipedus"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","limnephilidae","allogamus","allogamus uncatus"
"animalia","arthropoda",NA,NA,"insecta","diptera","dixidae","dixa","unknown (dixa genus)"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","ablabesmyia","ablabesmyia monilis"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","tvetenia","tvetenia bavarica"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","polypedilum","polypedilum laetum"
"animalia","arthropoda",NA,NA,"insecta","diptera","simuliidae","simulium","simulium monticola"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","leptophlebiidae","habrophlebia","habrophlebia lauta"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","ephemerellidae","ephemerella","ephemerella mucronata"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","ephemerellidae","torleya","torleya major"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","psychomyiidae","tinodes","tinodes rostocki"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","brachycentridae","brachycentrus","brachycentrus montanus"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","heptageniidae","ecdyonurus","ecdyonurus macani"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","hydroptilidae","hydroptila","hydroptila occulta"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","heptageniidae","rhithrogena","rhithrogena carpatoalpina"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","hydropsychidae","hydropsyche","hydropsyche fulvipes"
"animalia","arthropoda",NA,NA,"insecta","plecoptera","perlidae","perla","perla abdominalis"
"animalia","arthropoda",NA,NA,"insecta","plecoptera","leuctridae","leuctra","leuctra hippopus"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","hydropsychidae","hydropsyche","hydropsyche saxonica"
"animalia","nematomorpha","unknown (nematomorpha phylum)","unknown (nematomorpha phylum)","gordioida","gordioidea","gordiidae","gordius","unknown (gordius genus)"
"animalia","arthropoda",NA,NA,"malacostraca","decapoda","astacidae","astacus","astacus astacus"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","leptoceridae","oecetis","oecetis notata"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","limnephilidae","ecclisopteryx","ecclisopteryx dalecarlica"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","limnephilidae","potamophylax","potamophylax cingulatus"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","goeridae","lithax","lithax niger"
"animalia","arthropoda",NA,NA,"insecta","plecoptera","leuctridae","leuctra","leuctra albida"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","hydropsychidae","hydropsyche","hydropsyche incognita"
"animalia","annelida",NA,NA,"oligochaeta","haplotaxida","tubificidae","spirosperma","spirosperma ferox"
"animalia","annelida",NA,NA,"clitellata","arhynchobdellida","erpobdellidae","erpobdella","erpobdella nigricollis"
"animalia","mollusca",NA,NA,"bivalvia","veneroida","pisidiidae","sphaerium","sphaerium corneum"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","ephemerellidae","ephemerella","ephemerella notata"
"animalia","arthropoda",NA,NA,"insecta","odonata","gomphidae","onychogomphus","unknown (onychogomphus genus)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","rhyacophilidae","rhyacophila","rhyacophila dorsalis"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","brachycentridae","brachycentrus","brachycentrus subnubilus"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","leptoceridae","ceraclea","unknown (ceraclea genus)"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","potthastia","unknown (potthastia genus)"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","paratrichocladius","unknown (paratrichocladius genus)"
"animalia","arthropoda",NA,NA,"insecta","diptera","empididae","wiedemannia","unknown (wiedemannia genus)"
"animalia","annelida",NA,NA,"oligochaeta","haplotaxida","naididae","unknown (naididae family)","unknown (naididae family)"
"animalia","mollusca",NA,NA,"bivalvia","veneroida","pisidiidae","pisidium","pisidium henslowanum"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","dytiscidae","deronectes","unknown (deronectes genus)"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","heptageniidae","electrogena","unknown (electrogena genus)"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","leptophlebiidae","habrophlebia","habrophlebia fusca"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","leptophlebiidae","paraleptophlebia","paraleptophlebia werneri"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","elmidae","oulimnius","oulimnius tuberculatus"
"animalia","arthropoda",NA,NA,"insecta","diptera","psychodidae","psychoda","unknown (psychoda genus)"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","paramerina","unknown (paramerina genus)"
"animalia","cnidaria","Missing Subphylum 9","Missing Superclass 15","hydrozoa","hydroida","hydridae","hydra","unknown (hydra genus)"
"animalia","annelida",NA,NA,"oligochaeta","haplotaxida","naididae","ophidonais","ophidonais serpentina"
"animalia","annelida",NA,NA,"clitellata","lumbriculida","lumbriculidae","rhynchelmis","rhynchelmis limosella"
"animalia","annelida",NA,NA,"clitellata","arhynchobdellida","haemopidae","haemopis","haemopis sanguisuga"
"animalia","mollusca",NA,NA,"gastropoda","basommatophora","lymnaeidae","galba","galba truncatula"
"animalia","arthropoda",NA,NA,"insecta","odonata","corduliidae","unknown (corduliidae family)","unknown (corduliidae family)"
"animalia","arthropoda",NA,NA,"insecta","odonata","libellulidae","sympetrum","unknown (sympetrum genus)"
"animalia","arthropoda",NA,NA,"insecta","heteroptera","corixidae","sigara","unknown (sigara genus)"
"animalia","arthropoda",NA,NA,"insecta","heteroptera","corixidae","sigara","sigara falleni"
"animalia","arthropoda",NA,NA,"insecta","heteroptera","corixidae","sigara","sigara striata"
"animalia","arthropoda",NA,NA,"insecta","megaloptera","sialidae","sialis","unknown (sialis genus)"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","haliplidae","haliplus","unknown (haliplus genus)"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","dytiscidae","agabus","unknown (agabus genus)"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","dytiscidae","ilybius","unknown (ilybius genus)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","limnephilidae","limnephilus","limnephilus decipiens"
"animalia","arthropoda",NA,NA,"insecta","diptera","culicidae","aedes","unknown (aedes genus)"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","psectrotanypus","psectrotanypus varius"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","tanypus","tanypus kraatzi"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","xenopelopia","unknown (xenopelopia genus)"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","corynoneura","unknown (corynoneura genus)"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","cricotopus","cricotopus bicinctus"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","nanocladius","unknown (nanocladius genus)"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","thienemanniella","unknown (thienemanniella genus)"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","paracladopelma","unknown (paracladopelma genus)"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","parachironomus","unknown (parachironomus genus)"
"animalia","arthropoda",NA,NA,"insecta","diptera","simuliidae","simulium","simulium longirostre"
"animalia","annelida",NA,NA,"oligochaeta","haplotaxida","haplotaxidae","haplotaxis","haplotaxis gordioides"
"animalia","annelida",NA,NA,"clitellata","lumbriculida","lumbriculidae","stylodrilus","unknown (stylodrilus genus)"
"animalia","arthropoda",NA,NA,"insecta","plecoptera","perlodidae","isoperla","isoperla goertzi"
"animalia","arthropoda",NA,NA,"insecta","plecoptera","nemouridae","protonemura","protonemura intricata"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","elmidae","esolus","esolus angustatus"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","rhyacophilidae","rhyacophila","rhyacophila obliterata"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","rhyacophilidae","rhyacophila","rhyacophila polonica"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","hydropsychidae","ceratopsyche","ceratopsyche silfvenii"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","limnephilidae","annitella","unknown (annitella genus)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","limnephilidae","chaetopterygopsis","chaetopterygopsis maclachlani"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","limnephilidae","potamophylax","potamophylax luctuosus"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","rheopelopia","unknown (rheopelopia genus)"
"animalia","arthropoda",NA,NA,"insecta","diptera","simuliidae","simulium","simulium tuberosum"
"animalia","annelida",NA,NA,"oligochaeta","haplotaxida","naididae","psammoryctides","psammoryctides albicola"
"animalia","arthropoda",NA,NA,"insecta","plecoptera","nemouridae","nemurella","nemurella pictetii"
"animalia","arthropoda",NA,NA,"insecta","hemiptera","nepidae","ranatra","ranatra linearis"
"animalia","arthropoda",NA,NA,"insecta","heteroptera","notonectidae","notonecta","notonecta glauca"
"animalia","arthropoda",NA,NA,"insecta","hemiptera","hydrometridae","hydrometra","hydrometra stagnorum"
"animalia","arthropoda",NA,NA,"insecta","heteroptera","gerridae","gerris","gerris lacustris"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","dytiscidae","ilybius","ilybius fuliginosus"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","dytiscidae","rhantus","unknown (rhantus genus)"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","hydrophilidae","anacaena","anacaena limbata"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","gyrinidae","orectochilus","orectochilus villosus"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","leptoceridae","mystacides","mystacides nigra"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","psectrotanypus","unknown (psectrotanypus genus)"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","zavrelimyia","unknown (zavrelimyia genus)"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","microtendipes","unknown (microtendipes genus)"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","paratanytarsus","unknown (paratanytarsus genus)"
"animalia","arthropoda",NA,NA,"insecta","diptera","muscidae","limnophora","unknown (limnophora genus)"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","heptageniidae","rhithrogena","rhithrogena beskidensis"
"animalia","arthropoda",NA,NA,"insecta","hemiptera","pleidae","plea","plea minutissima"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","hydraenidae","hydraena","hydraena dentipes"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","limnephilidae","chaetopteryx","unknown (chaetopteryx genus)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","limnephilidae","chaetopteryx","chaetopteryx major"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","goeridae","silo","silo piceus"
"animalia","arthropoda",NA,NA,"insecta","diptera","limoniidae","antocha","antocha vitripennis"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","demicryptochironomus","demicryptochironomus vulneratus"
"animalia","annelida",NA,NA,"oligochaeta","haplotaxida","tubificidae","rhyacodrilus","rhyacodrilus coccineus"
"animalia","annelida",NA,NA,"clitellata","rhynchobdellida","glossiphoniidae","glossiphonia","glossiphonia nebulosa"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","baetidae","pseudocloeon","pseudocloeon calcaratum"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","caenidae","brachycercus","brachycercus harrisella"
"animalia","arthropoda",NA,NA,"insecta","odonata","gomphidae","gomphus","gomphus vulgatissimus"
"animalia","arthropoda",NA,NA,"insecta","odonata","gomphidae","ophiogomphus","ophiogomphus cecilia"
"animalia","arthropoda",NA,NA,"insecta","plecoptera","leuctridae","leuctra","leuctra mortoni"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","psychomyiidae","lype","lype reducta"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","cryptochironomus","unknown (cryptochironomus genus)"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","stictochironomus","unknown (stictochironomus genus)"
"animalia","annelida",NA,NA,"oligochaeta","haplotaxida","tubificidae","limnodrilus","limnodrilus claparedianus"
"animalia","arthropoda",NA,NA,"insecta","diptera","pediciidae","dicranota","dicranota bimaculata"
"animalia","mollusca",NA,NA,"bivalvia","unionoida","unionidae","anodonta","unknown (anodonta genus)"
"animalia","mollusca",NA,NA,"bivalvia","unionoida","unionidae","anodonta","anodonta anatina"
"animalia","mollusca",NA,NA,"bivalvia","veneroida","pisidiidae","musculium","musculium lacustre"
"animalia","mollusca",NA,NA,"bivalvia","veneroida","pisidiidae","pisidium","pisidium subtruncatum"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","goeridae","goera","goera pilosa"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","leptoceridae","athripsodes","athripsodes aterrimus"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","leptoceridae","mystacides","mystacides longicornis"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","eukiefferiella","eukiefferiella brevicalcar"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","paracricotopus","unknown (paracricotopus genus)"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","parametriocnemus","parametriocnemus stylatus"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","paratrissocladius","paratrissocladius excerptus"
"animalia","mollusca",NA,NA,"bivalvia","veneroida","pisidiidae","pisidium","pisidium nitidum"
"animalia","mollusca",NA,NA,"bivalvia","veneroida","pisidiidae","pisidium","pisidium personatum"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","limnephilidae","annitella","annitella obscurata"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","leptoceridae","ceraclea","ceraclea annulicornis"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","ablabesmyia","unknown (ablabesmyia genus)"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","brillia","brillia flavifrons"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","phaenopsectra","unknown (phaenopsectra genus)"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","apsectrotanypus","unknown (apsectrotanypus genus)"
"animalia","arthropoda",NA,NA,"malacostraca","isopoda","asellidae","asellus","unknown (asellus genus)"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","hydrophilidae","cercyon","unknown (cercyon genus)"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","dryopidae","dryops","unknown (dryops genus)"
"animalia","arthropoda",NA,NA,"insecta","diptera","limoniidae","eloeophila","unknown (eloeophila genus)"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","epoicocladius","unknown (epoicocladius genus)"
"animalia","arthropoda",NA,NA,"arachnida","trombidiformes","hygrobatidae","hygrobates","unknown (hygrobates genus)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","psychomyiidae","lype","unknown (lype genus)"
"animalia","arthropoda",NA,NA,"arachnida","trombidiformes","mideopsidae","mideopsis","unknown (mideopsis genus)"
"animalia","arthropoda",NA,NA,"insecta","diptera","simuliidae","odagmia","unknown (odagmia genus)"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","gyrinidae","orectochilus","unknown (orectochilus genus)"
"animalia","arthropoda",NA,NA,"insecta","neuroptera","osmylidae","osmylus","unknown (osmylus genus)"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","dytiscidae","platambus","unknown (platambus genus)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","polycentropodidae","plectrocnemia","unknown (plectrocnemia genus)"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","prodiamesa","unknown (prodiamesa genus)"
"animalia","arthropoda",NA,NA,"arachnida","trombidiformes","sperchontidae","sperchon","unknown (sperchon genus)"
"animalia","arthropoda",NA,NA,"insecta","hemiptera","veliidae","velia","unknown (velia genus)"
"animalia","arthropoda",NA,NA,"arachnida","trombidiformes","wettinidae","wettina","unknown (wettina genus)"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","heptageniidae","kageronia","kageronia fuscogrisea"
"animalia","arthropoda",NA,NA,"insecta","plecoptera","taeniopterygidae","taeniopteryx","taeniopteryx nebulosa"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","glossosomatidae","agapetus","unknown (agapetus genus)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","hydropsychidae","ceratopsyche","ceratopsyche newae"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","hydropsychidae","cheumatopsyche","cheumatopsyche lepida"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","brachycentridae","micrasema","micrasema setiferum"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","elmidae","stenelmis","stenelmis canaliculata"
"animalia","arthropoda",NA,NA,"insecta","lepidoptera","pyralidae","unknown (pyralidae family)","unknown (pyralidae family)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","philopotamidae","chimarra","chimarra marginata"
"animalia","arthropoda",NA,NA,"insecta","plecoptera","perlodidae","diura","unknown (diura genus)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","hydropsychidae","arctopsyche","arctopsyche ladogensis"
"animalia","mollusca",NA,NA,"gastropoda","basommatophora","lymnaeidae","radix","unknown (radix genus)"
"animalia","arthropoda",NA,NA,"insecta","plecoptera","capniidae","capnopsis","capnopsis schilleri"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","apataniidae","apatania","unknown (apatania genus)"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","metretopodidae","metretopus","metretopus borealis"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","polycentropodidae","plectrocnemia","plectrocnemia conspersa"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","brachycentridae","micrasema","micrasema gelidum"
"animalia","arthropoda",NA,NA,"insecta","plecoptera","chloroperlidae","siphonoperla","siphonoperla burmeisteri"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","leptophlebiidae","habrophlebia","unknown (habrophlebia genus)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","phryganeidae","oligostomis","oligostomis reticulata"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","leptoceridae","athripsodes","athripsodes albifrons"
"animalia","annelida",NA,NA,"clitellata","arhynchobdellida","erpobdellidae","dina","dina punctata"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","hydropsychidae","hydropsyche","hydropsyche exocellata"
"animalia","arthropoda",NA,NA,"insecta","diptera","simuliidae","simulium","simulium lineatum"
"animalia","annelida",NA,NA,"clitellata","rhynchobdellida","piscicolidae","italobdella","italobdella ciosi"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","elmidae","riolus","riolus cupreus"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","limnephilidae","anabolia","anabolia nervosa"
"animalia","arthropoda",NA,NA,"malacostraca","amphipoda","gammaridae","gammarus","gammarus pulex"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","limnephilidae","limnephilus","limnephilus rhombicus"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","molannidae","molanna","molanna angustata"
"animalia","mollusca",NA,NA,"gastropoda","architaenioglossa","viviparidae","viviparus","viviparus contectus"
"animalia","arthropoda",NA,NA,"insecta","plecoptera","nemouridae","amphinemura","amphinemura standfussi"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","limnephilidae","micropterna","unknown (micropterna genus)"
"animalia","mollusca",NA,NA,"bivalvia","veneroida","pisidiidae","pisidium","pisidium amnicum"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","scirtidae","elodes","unknown (elodes genus)"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","baetidae","baetis","baetis vardarensis"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","leptoceridae","ceraclea","ceraclea alboguttata"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","lepidostomatidae","lasiocephala","lasiocephala basalis"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","sericostomatidae","sericostoma","sericostoma flavicorne"
"animalia","mollusca",NA,NA,"gastropoda","unknown (acroloxidae family)","acroloxidae","acroloxus","acroloxus lacustris"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","glossosomatidae","agapetus","agapetus fuscipes"
"animalia","arthropoda",NA,NA,"insecta","odonata","calopterygidae","calopteryx","unknown (calopteryx genus)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","limnephilidae","limnephilid","unknown (limnephilid genus)"
"animalia","annelida",NA,NA,"oligochaeta","haplotaxida","unknown (haplotaxida order)","unknown (haplotaxida order)","unknown (haplotaxida order)"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","caenidae","caenis","caenis horaria"
"animalia","annelida",NA,NA,"clitellata","rhynchobdellida","glossiphoniidae","hemiclepsis","hemiclepsis marginata"
"animalia","mollusca",NA,NA,"gastropoda","basommatophora","planorbidae","planorbis","planorbis carinatus"
"animalia","mollusca",NA,NA,"gastropoda","neotaenioglossa","hydrobiidae","potamopyrgus","potamopyrgus antipodarum"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","dytiscidae","nebrioporus","unknown (nebrioporus genus)"
"animalia","mollusca",NA,NA,"gastropoda","basommatophora","planorbidae","anisus","anisus vortex"
"animalia","porifera","unknown (porifera phylum)","unknown (porifera phylum)","demospongiae","spongillida","spongillidae","unknown (spongillidae family)","unknown (spongillidae family)"
"animalia","mollusca",NA,NA,"bivalvia","unionoida","unionidae","unio","unio tumidus"
"animalia","mollusca",NA,NA,"gastropoda","littorinimorpha","bithyniidae","bithynia","unknown (bithynia genus)"
"animalia","mollusca",NA,NA,"gastropoda","basommatophora","lymnaeidae","lymnaea","lymnaea stagnalis"
"animalia","arthropoda",NA,NA,"malacostraca","amphipoda","niphargidae","niphargus","unknown (niphargus genus)"
"animalia","mollusca",NA,NA,"gastropoda","architaenioglossa","viviparidae","viviparus","viviparus viviparus"
"animalia","mollusca",NA,NA,"gastropoda","basommatophora","lymnaeidae","ladislavella","ladislavella mighelsi"
"animalia","mollusca",NA,NA,"gastropoda","basommatophora","lymnaeidae","stagnicola","unknown (stagnicola genus)"
"animalia","arthropoda",NA,NA,"insecta","odonata","aeshnidae","aeshna","unknown (aeshna genus)"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","caenidae","caenis","caenis luctuosa"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","caenidae","caenis","caenis robusta"
"animalia","arthropoda",NA,NA,"malacostraca","amphipoda","corophiidae","chelicorophium","chelicorophium curvispinum"
"animalia","arthropoda",NA,NA,"malacostraca","amphipoda","gammaridae","gammarus","gammarus tigrinus"
"animalia","arthropoda",NA,NA,"malacostraca","amphipoda","gammaridae","dikerogammarus","dikerogammarus villosus"
"animalia","arthropoda",NA,NA,"malacostraca","amphipoda","gammaridae","dikerogammarus","unknown (dikerogammarus genus)"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","noteridae","noterus","noterus clavicornis"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","heptageniidae","heptagenia","unknown (heptagenia genus)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","lepidostomatidae","lepidostoma","lepidostoma basale"
"animalia","platyhelminthes","Missing Subphylum 16","Missing Superclass 26","turbellaria","unknown (turbellaria class)","unknown (turbellaria class)","unknown (turbellaria class)","unknown (turbellaria class)"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","scirtidae","elodes","elodes minuta"
"animalia","mollusca",NA,NA,"gastropoda","cycloneritida","neritidae","theodoxus","theodoxus fluviatilis"
"animalia","mollusca",NA,NA,"gastropoda","littorinimorpha","bithyniidae","bithynia","bithynia leachii"
"animalia","mollusca",NA,NA,"bivalvia","veneroida","pisidiidae","pisidium","pisidium milium"
"animalia","mollusca",NA,NA,"gastropoda","basommatophora","planorbidae","planorbarius","planorbarius corneus"
"animalia","mollusca",NA,NA,"gastropoda","basommatophora","planorbidae","planorbis","planorbis planorbis"
"animalia","mollusca",NA,NA,"gastropoda","basommatophora","physidae","physella","unknown (physella genus)"
"animalia","arthropoda",NA,NA,"malacostraca","amphipoda","pontogammaridae","pontogammarus","pontogammarus robustoides"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","dytiscidae","laccophilus","laccophilus hyalinus"
"animalia","arthropoda",NA,NA,"insecta","diptera","athericidae","atrichops","atrichops crassipes"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","ecnomidae","ecnomus","ecnomus tenellus"
"animalia","mollusca",NA,NA,"gastropoda","basommatophora","lymnaeidae","radix","radix auricularia"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","baetidae","procloeon","unknown (procloeon genus)"
"animalia","mollusca",NA,NA,"bivalvia","unionoida","unionidae","unio","unio pictorum"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","leptoceridae","leptocerus","leptocerus interruptus"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","leptoceridae","leptocerus","unknown (leptocerus genus)"
"animalia","mollusca",NA,NA,"gastropoda","basommatophora","physidae","physa","physa fontinalis"
"animalia","arthropoda",NA,NA,"insecta","odonata","corduliidae","somatochlora","somatochlora metallica"
"animalia","arthropoda",NA,NA,"insecta","hemiptera","unknown (hemiptera order)","unknown (hemiptera order)","unknown (hemiptera order)"
"animalia","annelida",NA,NA,"clitellata","rhynchobdellida","glossiphoniidae","glossiphonia","glossiphonia heteroclita"
"animalia","porifera","unknown (porifera phylum)","unknown (porifera phylum)","demospongiae","spongillida","spongillidae","spongilla","unknown (spongilla genus)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","leptoceridae","adicella","adicella reducta"
"animalia","arthropoda",NA,NA,"insecta","diptera","muscidae","limnophora","limnophora riparia"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","limnephilidae","stenophylax","stenophylax lateralis"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","limnephilidae","potamophylax","potamophylax rotundipennis"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","dytiscidae","stictotarsus","stictotarsus duodecimpustulatus"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","hydroptilidae","ithytrichia","ithytrichia lamellaris"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","brachycentridae","brachycentrus","brachycentrus maculatus"
"animalia","arthropoda",NA,NA,"insecta","zygoptera","lestidae","lestes","lestes viridis"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","chironomus","chironomus plumosus"
